statut_compte_courant;duree_mois;credit_history;objectif_credit;montant_credit;etat_epargne;anciennete_emploi;taux_remboursement;situation_personnelle;autres_garants;anciennete_logement;importance_biens;age;autres_plans_paiement;type_logement;nombre_credits_existants;categorie_emploi;nombre_personnes_a_charge;possede_telephone;travailleur_etranger;classe
0<=X<200;9;existant remboursé;meubles/équipement;918;<100;1<=X<4;4;femme div/dép/mariée;aucun;1;assurance vie;30;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;24;tout remboursé;études;1837;<100;4<=X<7;4;femme div/dép/mariée;aucun;4;pas de propriété;34;banque;gratuit;1;unqualifié resident;1;aucun;oui;mauvais
pas_de_compte;36;existant remboursé;meubles/équipement;3349;<100;1<=X<4;4;femme div/dép/mariée;aucun;2;voiture;28;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
>=200;10;existant remboursé;meubles/équipement;1275;<100;<1;4;femme div/dép/mariée;aucun;2;assurance vie;23;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;24;tout remboursé;meubles/équipement;2828;500<=X<1000;1<=X<4;4;homme célibataire;aucun;4;immobilier;22;magasins;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;24;critique/autre crédit existant;affaires;4526;<100;1<=X<4;3;homme célibataire;aucun;2;immobilier;74;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;36;existant remboursé;radio/tv;2671;100<=X<500;1<=X<4;4;femme div/dép/mariée;co-emprunteur;4;pas de propriété;50;aucun;gratuit;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;18;existant remboursé;radio/tv;2051;<100;<1;4;homme célibataire;aucun;1;immobilier;33;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;15;existant remboursé;voiture occasion;1300;épargne inconnue;>=7;4;homme célibataire;aucun;4;pas de propriété;45;banque;gratuit;1;qualifié;2;aucun;oui;bon
<0;12;existant remboursé;électroménager;741;100<=X<500;sans emploi;4;femme div/dép/mariée;aucun;3;assurance vie;22;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
>=200;10;existant remboursé;nouvelle voiture;1240;100<=X<500;>=7;1;femme div/dép/mariée;aucun;4;pas de propriété;48;aucun;gratuit;1;unqualifié resident;2;aucun;oui;mauvais
<0;21;existant remboursé;radio/tv;3357;>=1000;<1;4;femme div/dép/mariée;aucun;2;voiture;29;banque;propriétaire;1;qualifié;1;aucun;oui;bon
<0;24;tout remboursé;voiture occasion;3632;<100;1<=X<4;1;femme div/dép/mariée;garant;4;voiture;22;banque;locataire;1;qualifié;1;aucun;non;bon
pas_de_compte;18;retards antérieurs;meubles/équipement;1808;<100;4<=X<7;4;femme div/dép/mariée;aucun;1;immobilier;22;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;48;aucun crédit/tout remboursé;affaires;12204;épargne inconnue;1<=X<4;2;homme célibataire;aucun;2;voiture;48;banque;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;60;retards antérieurs;radio/tv;9157;épargne inconnue;1<=X<4;2;homme célibataire;aucun;2;pas de propriété;27;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;aucun;oui;bon
<0;6;critique/autre crédit existant;nouvelle voiture;3676;<100;1<=X<4;1;homme célibataire;aucun;3;immobilier;37;aucun;locataire;3;qualifié;2;aucun;oui;bon
0<=X<200;30;existant remboursé;meubles/équipement;3441;100<=X<500;1<=X<4;2;femme div/dép/mariée;co-emprunteur;4;voiture;21;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;12;existant remboursé;nouvelle voiture;640;<100;1<=X<4;4;homme divorcé/séparé;aucun;2;immobilier;49;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;21;critique/autre crédit existant;affaires;3652;<100;4<=X<7;2;homme célibataire;aucun;3;assurance vie;27;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;18;critique/autre crédit existant;nouvelle voiture;1530;<100;1<=X<4;3;homme célibataire;aucun;2;assurance vie;32;banque;propriétaire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;48;existant remboursé;affaires;3914;épargne inconnue;1<=X<4;4;homme divorcé/séparé;aucun;2;immobilier;38;banque;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;12;existant remboursé;meubles/équipement;1858;<100;<1;4;femme div/dép/mariée;aucun;1;voiture;22;aucun;locataire;1;qualifié;1;aucun;oui;bon
<0;18;existant remboursé;radio/tv;2600;<100;1<=X<4;4;homme célibataire;aucun;4;pas de propriété;65;aucun;gratuit;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;15;existant remboursé;radio/tv;1979;épargne inconnue;>=7;4;homme célibataire;aucun;2;voiture;35;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
>=200;6;existant remboursé;meubles/équipement;2116;<100;1<=X<4;2;homme célibataire;aucun;2;immobilier;41;aucun;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;9;tout remboursé;nouvelle voiture;1437;100<=X<500;4<=X<7;2;homme célibataire;aucun;3;pas de propriété;29;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;42;critique/autre crédit existant;meubles/équipement;4042;500<=X<1000;1<=X<4;4;homme célibataire;aucun;4;immobilier;36;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;9;existant remboursé;études;3832;épargne inconnue;>=7;1;homme célibataire;aucun;4;immobilier;64;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
<0;24;existant remboursé;radio/tv;3660;<100;1<=X<4;2;femme div/dép/mariée;aucun;4;voiture;28;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;18;tout remboursé;meubles/équipement;1553;<100;1<=X<4;4;homme célibataire;aucun;3;voiture;44;banque;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;15;existant remboursé;radio/tv;1444;épargne inconnue;<1;4;homme célibataire;aucun;1;assurance vie;23;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;9;existant remboursé;meubles/équipement;1980;<100;<1;2;femme div/dép/mariée;co-emprunteur;2;voiture;19;aucun;locataire;2;qualifié;1;aucun;oui;mauvais
0<=X<200;24;existant remboursé;nouvelle voiture;1355;<100;<1;3;femme div/dép/mariée;aucun;4;voiture;25;aucun;propriétaire;1;unqualifié resident;1;oui;oui;mauvais
pas_de_compte;12;existant remboursé;études;1393;<100;>=7;4;homme célibataire;aucun;4;assurance vie;47;banque;propriétaire;3;qualifié;2;oui;oui;bon
pas_de_compte;24;existant remboursé;radio/tv;1376;500<=X<1000;4<=X<7;4;femme div/dép/mariée;aucun;1;voiture;28;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;60;retards antérieurs;radio/tv;15653;<100;4<=X<7;2;homme célibataire;aucun;4;voiture;21;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;12;existant remboursé;radio/tv;1493;<100;<1;4;femme div/dép/mariée;aucun;3;voiture;34;aucun;propriétaire;1;qualifié;2;aucun;oui;bon
<0;42;retards antérieurs;radio/tv;4370;<100;4<=X<7;3;homme célibataire;aucun;2;assurance vie;26;banque;propriétaire;2;qualifié;2;oui;oui;mauvais
<0;18;existant remboursé;études;750;<100;sans emploi;4;femme div/dép/mariée;aucun;1;immobilier;27;aucun;propriétaire;1;sans emploi/non qualif non résident;1;aucun;oui;mauvais
0<=X<200;15;existant remboursé;réparations;1308;<100;>=7;4;homme célibataire;aucun;4;voiture;38;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
pas_de_compte;15;existant remboursé;études;4623;100<=X<500;1<=X<4;3;homme célibataire;aucun;2;assurance vie;40;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;radio/tv;1851;<100;4<=X<7;4;homme marié/veuf;garant;2;voiture;33;aucun;propriétaire;2;qualifié;1;oui;oui;bon
<0;18;critique/autre crédit existant;radio/tv;1880;<100;4<=X<7;4;homme marié/veuf;aucun;1;assurance vie;32;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;36;retards antérieurs;affaires;7980;épargne inconnue;<1;4;homme célibataire;aucun;4;voiture;27;aucun;locataire;2;qualifié;1;oui;oui;mauvais
<0;30;aucun crédit/tout remboursé;meubles/équipement;4583;<100;1<=X<4;2;homme divorcé/séparé;garant;2;immobilier;32;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;12;existant remboursé;nouvelle voiture;1386;500<=X<1000;1<=X<4;2;femme div/dép/mariée;aucun;2;assurance vie;26;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
>=200;24;existant remboursé;nouvelle voiture;947;<100;4<=X<7;4;homme célibataire;aucun;3;pas de propriété;38;banque;gratuit;1;qualifié;2;aucun;oui;mauvais
<0;12;existant remboursé;études;684;<100;1<=X<4;4;homme célibataire;aucun;4;voiture;40;aucun;locataire;1;unqualifié resident;2;aucun;oui;mauvais
<0;48;existant remboursé;études;7476;<100;4<=X<7;4;homme célibataire;aucun;1;pas de propriété;50;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;12;existant remboursé;meubles/équipement;1922;<100;1<=X<4;4;homme célibataire;aucun;2;assurance vie;37;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
<0;24;existant remboursé;nouvelle voiture;2303;<100;>=7;4;homme célibataire;co-emprunteur;1;immobilier;45;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;36;retards antérieurs;nouvelle voiture;8086;100<=X<500;>=7;2;homme célibataire;aucun;4;voiture;42;aucun;propriétaire;4;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;voiture occasion;2346;<100;4<=X<7;4;homme célibataire;aucun;3;voiture;35;aucun;propriétaire;2;qualifié;1;oui;oui;bon
<0;14;existant remboursé;nouvelle voiture;3973;<100;sans emploi;1;homme célibataire;aucun;4;pas de propriété;22;aucun;gratuit;1;qualifié;1;aucun;oui;bon
0<=X<200;12;existant remboursé;nouvelle voiture;888;<100;>=7;4;homme célibataire;aucun;4;voiture;41;banque;propriétaire;1;unqualifié resident;2;aucun;oui;mauvais
pas_de_compte;48;existant remboursé;radio/tv;10222;épargne inconnue;4<=X<7;4;homme célibataire;aucun;3;voiture;37;magasins;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;30;aucun crédit/tout remboursé;affaires;4221;<100;1<=X<4;2;femme div/dép/mariée;aucun;1;voiture;28;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;18;critique/autre crédit existant;meubles/équipement;6361;<100;>=7;2;homme célibataire;aucun;1;pas de propriété;41;aucun;propriétaire;1;qualifié;1;oui;oui;bon
>=200;12;existant remboursé;radio/tv;1297;<100;1<=X<4;3;homme marié/veuf;aucun;4;immobilier;23;aucun;locataire;1;qualifié;1;aucun;oui;bon
<0;12;existant remboursé;nouvelle voiture;900;épargne inconnue;1<=X<4;4;homme marié/veuf;aucun;2;voiture;23;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;21;existant remboursé;meubles/équipement;2241;<100;>=7;4;homme célibataire;aucun;2;immobilier;50;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;6;retards antérieurs;meubles/équipement;1050;<100;sans emploi;4;homme célibataire;aucun;1;assurance vie;35;magasins;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
>=200;6;critique/autre crédit existant;études;1047;<100;1<=X<4;2;femme div/dép/mariée;aucun;4;assurance vie;50;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
pas_de_compte;24;critique/autre crédit existant;autre;6314;<100;sans emploi;4;homme célibataire;co-emprunteur;2;pas de propriété;27;banque;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;30;tout remboursé;meubles/équipement;3496;>=1000;1<=X<4;4;homme célibataire;aucun;2;voiture;34;magasins;propriétaire;1;qualifié;2;oui;oui;bon
pas_de_compte;48;tout remboursé;affaires;3609;<100;1<=X<4;1;femme div/dép/mariée;aucun;1;immobilier;27;magasins;propriétaire;1;qualifié;1;aucun;oui;bon
<0;12;critique/autre crédit existant;nouvelle voiture;4843;<100;>=7;3;homme célibataire;co-emprunteur;4;assurance vie;43;aucun;locataire;2;qualifié;1;oui;oui;mauvais
>=200;30;critique/autre crédit existant;radio/tv;3017;<100;>=7;4;homme célibataire;aucun;4;assurance vie;47;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;24;critique/autre crédit existant;affaires;4139;100<=X<500;1<=X<4;3;homme célibataire;aucun;3;assurance vie;27;aucun;propriétaire;2;unqualifié resident;1;oui;oui;bon
pas_de_compte;36;existant remboursé;affaires;5742;100<=X<500;4<=X<7;2;homme célibataire;aucun;2;voiture;31;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;60;existant remboursé;nouvelle voiture;10366;<100;>=7;2;homme célibataire;aucun;4;assurance vie;42;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;6;critique/autre crédit existant;nouvelle voiture;2080;500<=X<1000;1<=X<4;1;homme marié/veuf;aucun;2;voiture;24;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;21;retards antérieurs;affaires;2580;500<=X<1000;<1;4;homme célibataire;aucun;2;immobilier;41;banque;propriétaire;1;unqualifié resident;2;aucun;oui;mauvais
pas_de_compte;30;critique/autre crédit existant;radio/tv;4530;<100;4<=X<7;4;femme div/dép/mariée;aucun;4;voiture;26;aucun;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;24;critique/autre crédit existant;meubles/équipement;5150;<100;>=7;4;homme célibataire;aucun;4;voiture;33;aucun;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;72;existant remboursé;radio/tv;5595;100<=X<500;1<=X<4;2;homme marié/veuf;aucun;2;voiture;24;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;24;existant remboursé;radio/tv;2384;<100;>=7;4;homme célibataire;aucun;4;immobilier;64;banque;locataire;1;unqualifié resident;1;aucun;oui;bon
pas_de_compte;18;existant remboursé;radio/tv;1453;<100;<1;3;femme div/dép/mariée;aucun;1;immobilier;26;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;6;existant remboursé;études;1538;<100;<1;1;femme div/dép/mariée;aucun;2;pas de propriété;56;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;12;existant remboursé;radio/tv;2279;épargne inconnue;1<=X<4;4;homme célibataire;aucun;4;pas de propriété;37;aucun;gratuit;1;qualifié;1;oui;oui;bon
pas_de_compte;15;retards antérieurs;radio/tv;1478;<100;1<=X<4;4;homme marié/veuf;aucun;3;immobilier;33;banque;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;24;critique/autre crédit existant;radio/tv;5103;<100;<1;3;homme marié/veuf;aucun;3;pas de propriété;47;aucun;gratuit;3;qualifié;1;oui;oui;bon
0<=X<200;36;retards antérieurs;affaires;9857;100<=X<500;4<=X<7;1;homme célibataire;aucun;3;assurance vie;31;aucun;propriétaire;2;unqualifié resident;2;oui;oui;bon
pas_de_compte;60;existant remboursé;nouvelle voiture;6527;épargne inconnue;1<=X<4;4;homme célibataire;aucun;4;pas de propriété;34;aucun;gratuit;1;qualifié;2;oui;oui;bon
>=200;10;critique/autre crédit existant;radio/tv;1347;épargne inconnue;4<=X<7;4;homme célibataire;aucun;2;assurance vie;27;aucun;propriétaire;2;qualifié;1;oui;oui;bon
0<=X<200;36;retards antérieurs;nouvelle voiture;2862;100<=X<500;>=7;4;homme célibataire;aucun;3;pas de propriété;30;aucun;gratuit;1;qualifié;1;aucun;oui;bon
pas_de_compte;9;existant remboursé;radio/tv;2753;100<=X<500;>=7;3;homme célibataire;co-emprunteur;4;voiture;35;aucun;propriétaire;1;qualifié;1;oui;oui;bon
<0;12;existant remboursé;nouvelle voiture;3651;>=1000;1<=X<4;1;homme célibataire;aucun;3;assurance vie;31;aucun;propriétaire;1;qualifié;2;aucun;oui;bon
<0;15;critique/autre crédit existant;meubles/équipement;975;<100;1<=X<4;2;homme divorcé/séparé;aucun;3;assurance vie;25;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;15;existant remboursé;réparations;2631;100<=X<500;1<=X<4;3;femme div/dép/mariée;aucun;2;immobilier;25;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;24;existant remboursé;radio/tv;2896;100<=X<500;<1;2;homme célibataire;aucun;1;voiture;29;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;6;critique/autre crédit existant;nouvelle voiture;4716;épargne inconnue;<1;1;homme célibataire;aucun;3;immobilier;44;aucun;propriétaire;2;unqualifié resident;2;aucun;oui;bon
pas_de_compte;24;existant remboursé;radio/tv;2284;<100;4<=X<7;4;homme célibataire;aucun;2;voiture;28;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;6;existant remboursé;voiture occasion;1236;500<=X<1000;1<=X<4;2;homme célibataire;aucun;4;assurance vie;50;aucun;locataire;1;qualifié;1;aucun;oui;bon
0<=X<200;12;existant remboursé;radio/tv;1103;<100;4<=X<7;4;homme célibataire;garant;3;immobilier;29;aucun;propriétaire;2;qualifié;1;aucun;non;bon
pas_de_compte;12;critique/autre crédit existant;nouvelle voiture;926;<100;sans emploi;1;femme div/dép/mariée;aucun;2;assurance vie;38;aucun;propriétaire;1;sans emploi/non qualif non résident;1;aucun;oui;bon
pas_de_compte;18;critique/autre crédit existant;radio/tv;1800;<100;1<=X<4;4;homme célibataire;aucun;2;voiture;24;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
>=200;15;existant remboursé;études;1905;<100;>=7;4;homme célibataire;aucun;4;voiture;40;aucun;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;12;existant remboursé;meubles/équipement;1123;500<=X<1000;1<=X<4;4;femme div/dép/mariée;aucun;4;voiture;29;aucun;locataire;1;unqualifié resident;1;aucun;oui;mauvais
<0;48;critique/autre crédit existant;voiture occasion;6331;<100;>=7;4;homme célibataire;aucun;4;pas de propriété;46;aucun;gratuit;2;qualifié;1;oui;oui;mauvais
>=200;24;existant remboursé;radio/tv;1377;100<=X<500;>=7;4;femme div/dép/mariée;aucun;2;pas de propriété;47;aucun;gratuit;1;qualifié;1;oui;oui;bon
0<=X<200;30;retards antérieurs;affaires;2503;100<=X<500;>=7;4;homme célibataire;aucun;2;assurance vie;41;magasins;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;27;existant remboursé;affaires;2528;<100;<1;4;femme div/dép/mariée;aucun;1;assurance vie;32;aucun;propriétaire;1;qualifié;2;oui;oui;bon
pas_de_compte;15;existant remboursé;nouvelle voiture;5324;500<=X<1000;>=7;1;femme div/dép/mariée;aucun;4;pas de propriété;35;aucun;gratuit;1;qualifié;1;aucun;oui;bon
0<=X<200;48;existant remboursé;nouvelle voiture;6560;100<=X<500;4<=X<7;3;homme célibataire;aucun;2;assurance vie;24;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;12;aucun crédit/tout remboursé;meubles/équipement;2969;<100;<1;4;femme div/dép/mariée;aucun;3;assurance vie;25;aucun;locataire;2;qualifié;1;aucun;oui;mauvais
0<=X<200;9;existant remboursé;radio/tv;1206;<100;>=7;4;femme div/dép/mariée;aucun;4;immobilier;25;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;9;existant remboursé;radio/tv;2118;<100;1<=X<4;2;homme célibataire;aucun;2;immobilier;37;aucun;propriétaire;1;unqualifié resident;2;aucun;oui;bon
pas_de_compte;18;critique/autre crédit existant;radio/tv;629;500<=X<1000;>=7;4;homme célibataire;aucun;3;assurance vie;32;banque;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;6;tout remboursé;études;1198;<100;>=7;4;femme div/dép/mariée;aucun;4;pas de propriété;35;aucun;gratuit;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;21;existant remboursé;voiture occasion;2476;épargne inconnue;>=7;4;homme célibataire;aucun;4;immobilier;46;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;9;critique/autre crédit existant;radio/tv;1138;<100;1<=X<4;4;homme célibataire;aucun;4;immobilier;25;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
0<=X<200;60;existant remboursé;nouvelle voiture;14027;<100;4<=X<7;4;homme célibataire;aucun;2;pas de propriété;27;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;30;critique/autre crédit existant;voiture occasion;7596;épargne inconnue;>=7;1;homme célibataire;aucun;4;voiture;63;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;30;critique/autre crédit existant;radio/tv;3077;épargne inconnue;>=7;3;homme célibataire;aucun;2;voiture;40;aucun;propriétaire;2;qualifié;2;oui;oui;bon
pas_de_compte;18;existant remboursé;radio/tv;1505;<100;1<=X<4;4;homme célibataire;aucun;2;pas de propriété;32;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
>=200;24;critique/autre crédit existant;radio/tv;3148;épargne inconnue;1<=X<4;3;homme célibataire;aucun;2;voiture;31;aucun;propriétaire;2;qualifié;1;oui;oui;bon
0<=X<200;20;aucun crédit/tout remboursé;voiture occasion;6148;100<=X<500;>=7;3;homme marié/veuf;aucun;4;voiture;31;banque;propriétaire;2;qualifié;1;oui;oui;bon
>=200;9;aucun crédit/tout remboursé;radio/tv;1337;<100;<1;4;homme célibataire;aucun;2;voiture;34;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
0<=X<200;6;tout remboursé;études;433;>=1000;<1;4;femme div/dép/mariée;aucun;2;assurance vie;24;banque;locataire;1;qualifié;2;aucun;oui;mauvais
<0;12;existant remboursé;nouvelle voiture;1228;<100;1<=X<4;4;femme div/dép/mariée;aucun;2;immobilier;24;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
0<=X<200;9;existant remboursé;radio/tv;790;500<=X<1000;1<=X<4;4;femme div/dép/mariée;aucun;3;immobilier;66;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
pas_de_compte;27;existant remboursé;nouvelle voiture;2570;<100;1<=X<4;3;femme div/dép/mariée;aucun;3;immobilier;21;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;6;critique/autre crédit existant;nouvelle voiture;250;>=1000;1<=X<4;2;femme div/dép/mariée;aucun;2;immobilier;41;banque;propriétaire;2;unqualifié resident;1;aucun;oui;bon
pas_de_compte;15;critique/autre crédit existant;radio/tv;1316;500<=X<1000;1<=X<4;2;homme marié/veuf;aucun;2;assurance vie;47;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
<0;18;existant remboursé;radio/tv;1882;<100;1<=X<4;4;femme div/dép/mariée;aucun;4;voiture;25;banque;locataire;2;qualifié;1;aucun;oui;mauvais
0<=X<200;48;tout remboursé;affaires;6416;<100;>=7;4;femme div/dép/mariée;aucun;3;pas de propriété;59;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
>=200;24;critique/autre crédit existant;affaires;1275;>=1000;1<=X<4;2;homme divorcé/séparé;aucun;4;immobilier;36;aucun;propriétaire;2;qualifié;1;oui;oui;bon
0<=X<200;24;retards antérieurs;radio/tv;6403;<100;<1;1;homme célibataire;aucun;2;voiture;33;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;24;existant remboursé;radio/tv;1987;<100;1<=X<4;2;homme célibataire;aucun;4;immobilier;21;aucun;locataire;1;unqualifié resident;2;aucun;oui;mauvais
0<=X<200;8;existant remboursé;radio/tv;760;<100;4<=X<7;4;femme div/dép/mariée;garant;2;immobilier;44;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
pas_de_compte;24;existant remboursé;voiture occasion;2603;>=1000;1<=X<4;2;femme div/dép/mariée;aucun;4;voiture;28;aucun;locataire;1;qualifié;1;oui;oui;bon
pas_de_compte;4;critique/autre crédit existant;nouvelle voiture;3380;<100;4<=X<7;1;femme div/dép/mariée;aucun;1;immobilier;37;aucun;propriétaire;1;qualifié;2;aucun;oui;bon
0<=X<200;36;tout remboursé;électroménager;3990;épargne inconnue;<1;3;femme div/dép/mariée;aucun;2;pas de propriété;29;banque;propriétaire;1;sans emploi/non qualif non résident;1;aucun;oui;bon
0<=X<200;24;existant remboursé;voiture occasion;11560;<100;1<=X<4;1;femme div/dép/mariée;aucun;4;voiture;23;aucun;locataire;2;hautement qualifié/indépendant/cadre;1;aucun;oui;mauvais
<0;18;existant remboursé;nouvelle voiture;4380;100<=X<500;1<=X<4;3;homme célibataire;aucun;4;voiture;35;aucun;propriétaire;1;unqualifié resident;2;oui;oui;bon
pas_de_compte;6;critique/autre crédit existant;nouvelle voiture;6761;<100;4<=X<7;1;homme célibataire;aucun;3;pas de propriété;45;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;2;oui;oui;bon
0<=X<200;30;aucun crédit/tout remboursé;affaires;4280;100<=X<500;1<=X<4;4;femme div/dép/mariée;aucun;4;voiture;26;aucun;locataire;2;unqualifié resident;1;aucun;oui;mauvais
<0;24;tout remboursé;nouvelle voiture;2325;100<=X<500;4<=X<7;2;homme célibataire;aucun;3;voiture;32;banque;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;10;tout remboursé;radio/tv;1048;<100;1<=X<4;4;homme célibataire;aucun;4;immobilier;23;magasins;propriétaire;1;unqualifié resident;1;aucun;oui;bon
pas_de_compte;21;existant remboursé;radio/tv;3160;épargne inconnue;>=7;4;homme célibataire;aucun;3;assurance vie;41;aucun;propriétaire;1;qualifié;1;oui;oui;bon
<0;24;tout remboursé;meubles/équipement;2483;500<=X<1000;1<=X<4;4;homme célibataire;aucun;4;immobilier;22;magasins;propriétaire;1;qualifié;1;oui;oui;bon
<0;39;critique/autre crédit existant;meubles/équipement;14179;épargne inconnue;4<=X<7;4;homme célibataire;aucun;4;assurance vie;30;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;13;critique/autre crédit existant;affaires;1797;<100;<1;3;homme célibataire;aucun;1;assurance vie;28;banque;propriétaire;2;unqualifié resident;1;aucun;oui;bon
<0;15;existant remboursé;nouvelle voiture;2511;<100;sans emploi;1;femme div/dép/mariée;aucun;4;voiture;23;aucun;locataire;1;qualifié;1;aucun;oui;bon
<0;12;existant remboursé;nouvelle voiture;1274;<100;<1;3;femme div/dép/mariée;aucun;1;immobilier;37;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
pas_de_compte;21;existant remboursé;voiture occasion;5248;épargne inconnue;1<=X<4;1;homme célibataire;aucun;3;voiture;26;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;15;existant remboursé;voiture occasion;3029;<100;4<=X<7;2;homme célibataire;aucun;2;voiture;33;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;6;existant remboursé;meubles/équipement;428;<100;>=7;2;femme div/dép/mariée;aucun;1;assurance vie;49;banque;propriétaire;1;qualifié;1;oui;oui;bon
<0;18;existant remboursé;nouvelle voiture;976;<100;<1;1;femme div/dép/mariée;aucun;2;voiture;23;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
